ranking,name,score,review_count,quote,detail_url,introduce
208,初恋这件小事,8.5,918633人评价,黑小鸭速效美白记。,https://movie.douban.com/subject/4739952/,"导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
2010 / 泰国 / 剧情 喜剧 爱情"
209,海边的曼彻斯特,8.6,459455人评价,我们都有权利不与自己的过去和解。,https://movie.douban.com/subject/25980443/,"导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
2016 / 美国 / 剧情 家庭"
210,背靠背，脸对脸,9.5,103789人评价,,https://movie.douban.com/subject/1307856/,"导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...
1994 / 中国大陆 中国香港 / 剧情"
211,东京教父,9.0,187814人评价,,https://movie.douban.com/subject/1310177/,"导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...
2003 / 日本 / 剧情 喜剧 动画"
212,小丑,8.7,916609人评价,,https://movie.douban.com/subject/27119724/,"导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...
2019 / 美国 加拿大 / 剧情 犯罪 惊悚"
213,罗生门,8.8,284211人评价,人生的N种可能性。,https://movie.douban.com/subject/1291879/,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...
1950 / 日本 / 剧情 犯罪 悬疑"
214,终结者2：审判日,8.8,312895人评价,少见的超越首部的续集，动作片中的经典。,https://movie.douban.com/subject/1291844/,"导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
1991 / 美国 法国 / 动作 科幻"
215,青蛇,8.6,475852人评价,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://movie.douban.com/subject/1303394/,"导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装"
216,奇迹男孩,8.6,514092人评价,世界不完美，爱会有奇迹。,https://movie.douban.com/subject/26787574/,"导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...
2017 / 美国 中国香港 / 剧情 儿童 家庭"
217,二十二,8.7,273385人评价,有一些东西不应该被遗忘。,https://movie.douban.com/subject/26430107/,"导演: 郭柯 Ke Guo   主演:
2015 / 中国大陆 / 纪录片"
218,波西米亚狂想曲,8.6,544058人评价,,https://movie.douban.com/subject/5300054/,"导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...
2018 / 英国 美国 / 剧情 传记 同性 音乐"
219,房间,8.8,346592人评价,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://movie.douban.com/subject/25724855/,"导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭"
220,疯狂的麦克斯4：狂暴之路,8.6,479697人评价,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,https://movie.douban.com/subject/3592854/,"导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...
2015 / 澳大利亚 美国 / 动作 科幻 冒险"
221,新龙门客栈,8.6,402661人评价,嬉笑怒骂，调风动月。,https://movie.douban.com/subject/1292287/,"导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装"
222,无耻混蛋,8.6,432552人评价,昆汀同学越来越变态了，比北野武还杜琪峰。,https://movie.douban.com/subject/1438652/,"导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
2009 / 德国 美国 / 剧情 犯罪"
223,魂断蓝桥,8.8,253433人评价,中国式内在的美国电影。,https://movie.douban.com/subject/1293964/,"导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...
1940 / 美国 / 剧情 爱情 战争"
224,血钻,8.7,343213人评价,每个美丽事物背后都是滴血的现实。,https://movie.douban.com/subject/1428175/,"导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
2006 / 美国 德国 英国 / 剧情 惊悚 冒险"
225,千钧一发,8.8,259035人评价,一部能引人思考的科幻励志片。,https://movie.douban.com/subject/1300117/,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
1997 / 美国 / 剧情 科幻 惊悚"
226,步履不停,8.8,251720人评价,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://movie.douban.com/subject/2222996/,"导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
2008 / 日本 / 剧情 家庭"
227,黑客帝国2：重装上阵,8.7,371985人评价,一个精彩的世界观正在缓缓建立。,https://movie.douban.com/subject/1304141/,"导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
2003 / 美国 / 动作 科幻"
228,彗星来的那一夜,8.5,506609人评价,小成本大魅力。,https://movie.douban.com/subject/25807345/,"导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
2013 / 美国 英国 / 科幻 悬疑 惊悚"
229,战争之王,8.7,331374人评价,做一颗让别人需要你的棋子。,https://movie.douban.com/subject/1419936/,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
2005 / 法国 德国 美国 / 剧情 犯罪"
230,崖上的波妞,8.6,434494人评价,,https://movie.douban.com/subject/1959877/,"导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...
2008 / 日本 / 动画 奇幻 冒险"
231,心灵奇旅,8.7,860864人评价,,https://movie.douban.com/subject/24733428/,"导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...
2020 / 美国 / 动画 奇幻 音乐"
232,爱乐之城,8.4,792245人评价,,https://movie.douban.com/subject/25934014/,"导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...
2016 / 美国 / 剧情 爱情 歌舞"
233,谍影重重2,8.7,323463人评价,谁说王家卫镜头很晃？,https://movie.douban.com/subject/1308767/,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
2004 / 美国 德国 / 动作 悬疑 惊悚"
234,燃情岁月,8.8,264724人评价,传奇，不是每个人都可以拥有。,https://movie.douban.com/subject/1295865/,"导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...
1994 / 美国 / 剧情 爱情 战争 西部"
235,阿飞正传,8.5,461096人评价,王家卫是一种风格，张国荣是一个代表。,https://movie.douban.com/subject/1305690/,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
1990 / 中国香港 / 犯罪 剧情 爱情"
236,海洋,9.1,149278人评价,大海啊，不全是水。,https://movie.douban.com/subject/3443389/,"导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
2009 / 法国 瑞士 西班牙 美国 阿联酋 摩纳哥 / 纪录片"
237,谍影重重,8.6,388766人评价,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://movie.douban.com/subject/1304102/,"导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
2002 / 美国 德国 捷克 / 动作 悬疑 惊悚"
238,再次出发之纽约遇见你,8.6,393329人评价,爱我就给我看你的播放列表。,https://movie.douban.com/subject/6874403/,"导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...
2013 / 美国 / 喜剧 爱情 音乐"
239,穿越时空的少女,8.6,353441人评价,爱上未来的你。 ,https://movie.douban.com/subject/1937946/,"导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
2006 / 日本 / 剧情 爱情 科幻 动画"
240,火星救援,8.5,649424人评价,,https://movie.douban.com/subject/25864085/,"导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...
2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险"
241,末路狂花,8.9,212129人评价,没有了退路，只好飞向自由。,https://movie.douban.com/subject/1291992/,"导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...
1991 / 美国 英国 法国 / 犯罪 剧情 惊悚"
242,朗读者,8.6,426465人评价,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://movie.douban.com/subject/2213597/,"导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...
2008 / 美国 德国 / 剧情 爱情"
243,香水,8.5,506707人评价,一个单凭体香达到高潮的男人。,https://movie.douban.com/subject/1760622/,"导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
2006 / 德国 法国 西班牙 美国 比利时 / 剧情 犯罪 奇幻"
244,地球上的星星,8.9,188746人评价,天使保护事件始末。,https://movie.douban.com/subject/2363506/,"导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...
2007 / 印度 / 剧情 儿童 家庭"
245,我爱你,9.1,151448人评价,你要相信，这世上真的有爱存在，不管在什么年纪 ,https://movie.douban.com/subject/5908478/,"导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...
2011 / 韩国 / 剧情 爱情"
246,完美陌生人,8.5,489045人评价,来啊，互相伤害啊！,https://movie.douban.com/subject/26614893/,"导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...
2016 / 意大利 / 剧情 喜剧"
247,千年女优,8.8,226831人评价,爱情是一场没有尽头的虚幻追逐。,https://movie.douban.com/subject/1307394/,"导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...
2001 / 日本 / 动画 剧情 爱情"
248,驴得水,8.3,849066人评价,过去的如果就让它过去了，未来只会越来越糟！,https://movie.douban.com/subject/25921812/,"导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...
2016 / 中国大陆 / 剧情 喜剧"
249,聚焦,8.8,253703人评价,新闻人的理性求真。,https://movie.douban.com/subject/25954475/,"导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...
2015 / 美国 / 剧情 传记"
250,浪潮,8.7,253942人评价,世界离独裁只有五天。,https://movie.douban.com/subject/2297265/,"导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...
2008 / 德国 / 剧情 惊悚"

