ranking,name,score,review_count,quote,detail_url,introduce
104,唐伯虎点秋香,8.7,973099人评价,华太师是黄霑，吴镇宇四大才子之一。,https://movie.douban.com/subject/1306249/,"导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
1993 / 中国香港 / 喜剧 爱情 古装"
105,入殓师,8.9,605468人评价,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,https://movie.douban.com/subject/2149806/,"导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
2008 / 日本 / 剧情"
106,第六感,8.9,506134人评价,深入内心的恐怖，出人意料的结局。,https://movie.douban.com/subject/1297630/,"导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
1999 / 美国 / 剧情 悬疑 惊悚"
107,天使爱美丽,8.7,906988人评价,法式小清新。 ,https://movie.douban.com/subject/1292215/,"导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...
2001 / 法国 德国 / 剧情 喜剧 爱情"
108,哈利·波特与密室,8.8,656498人评价,魔法的密室之门已打开...,https://movie.douban.com/subject/1296996/,"导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...
2002 / 英国 美国 / 奇幻 冒险"
109,爱在黎明破晓前,8.8,601678人评价,缘分是个连绵词，最美不过一瞬。,https://movie.douban.com/subject/1296339/,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
1995 / 美国 奥地利 瑞士 / 剧情 爱情"
110,重庆森林,8.8,731056人评价,寂寞没有期限。,https://movie.douban.com/subject/1291999/,"导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
1994 / 中国香港 / 剧情 爱情"
111,一一,9.1,336230人评价,我们都曾经是一一。,https://movie.douban.com/subject/1292434/,"导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
2000 / 中国台湾 日本 / 剧情 爱情 家庭"
112,幽灵公主,8.9,480784人评价,人与自然的战争史诗。,https://movie.douban.com/subject/1297359/,"导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
1997 / 日本 / 动画 奇幻 冒险"
113,蝙蝠侠：黑暗骑士崛起,8.8,658152人评价,诺兰就是保证。,https://movie.douban.com/subject/3395373/,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚"
114,小森林 夏秋篇,9.0,388983人评价,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://movie.douban.com/subject/25814705/,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
2014 / 日本 / 剧情"
115,阳光灿烂的日子,8.8,562487人评价,一场华丽的意淫。,https://movie.douban.com/subject/1291875/,"导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
1994 / 中国大陆 中国香港 / 剧情 爱情"
116,菊次郎的夏天,8.9,537346人评价,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://movie.douban.com/subject/1293359/,"导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
1999 / 日本 / 剧情 喜剧"
117,超能陆战队,8.7,921418人评价,Balalala~~~,https://movie.douban.com/subject/11026735/,"导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
2014 / 美国 / 喜剧 动作 科幻 动画 冒险"
118,完美的世界,9.1,279131人评价,坏人的好总是比好人的好来得更感人。,https://movie.douban.com/subject/1300992/,"导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
1993 / 美国 / 剧情 犯罪"
119,无人知晓,9.1,284207人评价,我的平常生活就是他人的幸福。,https://movie.douban.com/subject/1292337/,"导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
2004 / 日本 / 剧情"
120,爱在日落黄昏时,8.9,496033人评价,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://movie.douban.com/subject/1291990/,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
2004 / 美国 法国 / 剧情 爱情"
121,消失的爱人,8.7,842618人评价,年度最佳date movie。,https://movie.douban.com/subject/21318488/,"导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
2014 / 美国 / 剧情 犯罪 悬疑 惊悚"
122,小森林 冬春篇,9.0,347903人评价,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://movie.douban.com/subject/25814707/,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
2015 / 日本 / 剧情"
123,借东西的小人阿莉埃蒂,8.9,499881人评价,曾经的那段美好会沉淀为一辈子的记忆。,https://movie.douban.com/subject/4202302/,"导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
2010 / 日本 / 动画 奇幻 冒险"
124,倩女幽魂,8.8,670034人评价,两张绝世的脸。 ,https://movie.douban.com/subject/1297447/,"导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
1987 / 中国香港 / 爱情 奇幻 武侠 古装"
125,甜蜜蜜,8.9,477057人评价,相逢只要一瞬间，等待却像是一辈子。,https://movie.douban.com/subject/1305164/,"导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
1996 / 中国香港 / 剧情 爱情"
126,侧耳倾听,8.9,419751人评价,少女情怀总是诗。,https://movie.douban.com/subject/1297052/,"导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
1995 / 日本 / 剧情 爱情 动画"
127,幸福终点站,8.8,512647人评价,有时候幸福需要等一等。 ,https://movie.douban.com/subject/1292274/,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
2004 / 美国 / 喜剧 剧情 爱情"
128,时空恋旅人,8.8,587325人评价,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://movie.douban.com/subject/10577869/,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...
2013 / 英国 / 喜剧 爱情 奇幻"
129,驯龙高手,8.7,692268人评价,和谐的生活离不开摸头与被摸头。,https://movie.douban.com/subject/2353023/,"导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...
2010 / 美国 / 动画 奇幻 冒险"
130,萤火之森,8.9,479698人评价,触不到的恋人。,https://movie.douban.com/subject/5989818/,"导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
2011 / 日本 / 剧情 爱情 动画 奇幻"
131,玛丽和马克思,8.9,396428人评价,你是我最好的朋友，你是我唯一的朋友 。,https://movie.douban.com/subject/3072124/,"导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
2009 / 澳大利亚 美国 / 剧情 喜剧 动画"
132,怪兽电力公司,8.8,604194人评价,不要给它起名字，起了名字就有感情了。,https://movie.douban.com/subject/1291579/,"导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险"
133,教父3,9.0,332891人评价,任何信念的力量，都无法改变命运。,https://movie.douban.com/subject/1294240/,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
1990 / 美国 / 剧情 犯罪"
134,一个叫欧维的男人决定去死,8.9,411750人评价,惠及一生的美丽。,https://movie.douban.com/subject/26628357/,"导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
2015 / 瑞典 / 剧情"
135,大鱼,8.8,524531人评价,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,https://movie.douban.com/subject/1291545/,"导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
2003 / 美国 / 剧情 家庭 奇幻 冒险"
136,玩具总动员3,8.9,464558人评价,跨度十五年的欢乐与泪水。,https://movie.douban.com/subject/1858711/,"导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
2010 / 美国 / 喜剧 动画 奇幻 冒险"
137,告白,8.8,625751人评价,没有一人完全善，也没有一人完全恶。,https://movie.douban.com/subject/4268598/,"导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
2010 / 日本 / 剧情 悬疑"
138,傲慢与偏见,8.7,719887人评价,爱是摈弃傲慢与偏见之后的曙光。,https://movie.douban.com/subject/1418200/,"导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
2005 / 法国 英国 美国 / 剧情 爱情"
139,神偷奶爸,8.6,871914人评价,Mr. I Don't Care其实也有Care的时候。,https://movie.douban.com/subject/3287562/,"导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
2010 / 美国 法国 / 喜剧 动画 冒险"
140,寄生虫,8.8,1251068人评价,,https://movie.douban.com/subject/27010768/,"导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...
2019 / 韩国 / 剧情"
141,釜山行,8.6,1088015人评价,揭露人性的丧尸题材力作。,https://movie.douban.com/subject/25986180/,"导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...
2016 / 韩国 / 动作 惊悚 灾难"
142,阳光姐妹淘,8.8,556005人评价,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,https://movie.douban.com/subject/4917726/,"导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
2011 / 韩国 / 剧情 喜剧"
143,射雕英雄传之东成西就,8.7,582311人评价,百看不厌。 ,https://movie.douban.com/subject/1316510/,"导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
1993 / 中国香港 / 喜剧 奇幻 武侠 古装"
144,被解救的姜戈,8.8,553769人评价,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://movie.douban.com/subject/6307447/,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
2012 / 美国 / 剧情 动作 西部 冒险"
145,未麻的部屋,9.0,283063人评价,好的剧本是，就算你猜到了结局也猜不到全部。,https://movie.douban.com/subject/1395091/,"导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
1997 / 日本 / 动画 奇幻 惊悚"
146,恐怖直播,8.7,595382人评价,恐怖分子的“秋菊打官司”。,https://movie.douban.com/subject/21360417/,"导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
2013 / 韩国 / 剧情 犯罪 悬疑"
147,哪吒闹海,9.1,232897人评价,想你时你在闹海。,https://movie.douban.com/subject/1307315/,"导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...
1979 / 中国大陆 / 冒险 动画 奇幻"
148,我是山姆,9.0,304787人评价,爱并不需要智商 。,https://movie.douban.com/subject/1306861/,"导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
2001 / 美国 / 剧情 家庭"
149,哈利·波特与火焰杯,8.7,571540人评价,,https://movie.douban.com/subject/1309055/,"导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...
2005 / 英国 美国 / 悬疑 奇幻 冒险"
150,血战钢锯岭,8.7,724734人评价,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,https://movie.douban.com/subject/26325320/,"导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
2016 / 澳大利亚 美国 / 剧情 传记 历史 战争"
151,头号玩家,8.7,1251519人评价,写给影迷，动漫迷和游戏迷的一封情书。,https://movie.douban.com/subject/4920389/,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...
2018 / 美国 / 动作 科幻 冒险"
152,新世界,8.9,359528人评价,要做就做得狠一点，这样才能活下去。,https://movie.douban.com/subject/10437779/,"导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...
2013 / 韩国 / 剧情 犯罪"
153,模仿游戏,8.7,581563人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://movie.douban.com/subject/10463953/,"导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...
2014 / 英国 美国 / 剧情 传记 战争 同性"
154,七武士,9.3,177342人评价,时代悲歌。,https://movie.douban.com/subject/1295399/,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
1954 / 日本 / 动作 冒险 剧情"
155,喜宴,8.9,318462人评价,中国家庭的喜怒哀乐忍。,https://movie.douban.com/subject/1303037/,"导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...
1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭"
156,黑客帝国3：矩阵革命,8.8,410855人评价,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://movie.douban.com/subject/1302467/,"导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
2003 / 美国 / 动作 科幻"
157,花样年华,8.7,538640人评价,偷情本没有这样美。,https://movie.douban.com/subject/1291557/,"导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
2000 / 中国香港 / 剧情 爱情"
158,头脑特工队,8.8,550088人评价,愿我们都不用长大，每一座城堡都能永远存在。,https://movie.douban.com/subject/10533913/,"导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
2015 / 美国 / 喜剧 动画 冒险"
159,电锯惊魂,8.7,480385人评价,真相就在眼前。,https://movie.douban.com/subject/1417598/,"导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
2004 / 美国 / 悬疑 惊悚 恐怖"
160,三块广告牌,8.7,756408人评价,怼天怼地，你走后，她与世界为敌。,https://movie.douban.com/subject/26611804/,"导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...
2017 / 美国 英国 / 剧情 犯罪"
161,卢旺达饭店,8.9,296905人评价,当这个世界闭上双眼，他却敞开了怀抱。,https://movie.douban.com/subject/1291822/,"导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争"
162,你的名字。,8.5,1264207人评价,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://movie.douban.com/subject/26683290/,"导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
2016 / 日本 / 剧情 爱情 动画"
163,达拉斯买家俱乐部,8.8,415232人评价,Jared Leto的腿比女人还美！,https://movie.douban.com/subject/1793929/,"导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
2013 / 美国 / 剧情 传记 同性"
164,疯狂原始人,8.7,774914人评价,老少皆宜，这就是好莱坞动画的魅力。,https://movie.douban.com/subject/1907966/,"导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
2013 / 美国 / 喜剧 动画 冒险"
165,上帝之城,9.0,278736人评价,被上帝抛弃了的上帝之城。,https://movie.douban.com/subject/1292208/,"导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...
2002 / 巴西 法国 / 犯罪 剧情"
166,谍影重重3,8.8,385684人评价,像吃了苏打饼一样干脆的电影。,https://movie.douban.com/subject/1578507/,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
2007 / 美国 德国 / 动作 悬疑 惊悚"
167,英雄本色,8.6,483110人评价,英雄泪短，兄弟情长。 ,https://movie.douban.com/subject/1297574/,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
1986 / 中国香港 / 剧情 动作 犯罪"
168,风之谷,8.9,330241人评价,动画片的圣经。,https://movie.douban.com/subject/1291585/,"导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
1984 / 日本 / 动画 奇幻 冒险"
169,心迷宫,8.7,466207人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://movie.douban.com/subject/25917973/,"导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
2014 / 中国大陆 / 剧情 犯罪 悬疑"
170,惊魂记,9.0,250846人评价,故事的反转与反转，分裂电影的始祖。,https://movie.douban.com/subject/1293181/,"导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...
1960 / 美国 / 悬疑 惊悚 恐怖"
171,九品芝麻官,8.7,590660人评价,,https://movie.douban.com/subject/1297518/,"导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...
1994 / 中国香港 中国大陆 / 剧情 喜剧 古装"
172,纵横四海,8.8,381053人评价,香港浪漫主义警匪动作片的巅峰之作。,https://movie.douban.com/subject/1295409/,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
1991 / 中国香港 / 剧情 喜剧 动作 犯罪"
173,海街日记,8.8,400396人评价,是枝裕和的家庭习作。,https://movie.douban.com/subject/25895901/,"导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...
2015 / 日本 / 剧情 家庭"
174,岁月神偷,8.7,539748人评价,岁月流逝，来日可追。,https://movie.douban.com/subject/3792799/,"导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
2010 / 中国香港 中国大陆 / 剧情 家庭"
175,记忆碎片,8.7,556203人评价,一个针管引发的血案。,https://movie.douban.com/subject/1304447/,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
2000 / 美国 / 犯罪 剧情 悬疑 惊悚"
176,忠犬八公物语,9.2,175781人评价,养狗三日，便会对你终其一生。,https://movie.douban.com/subject/1959195/,"导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
1987 / 日本 / 剧情"
177,荒蛮故事,8.8,402397人评价,始于荒诞，止于更荒诞。,https://movie.douban.com/subject/24750126/,"导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪"
178,爱在午夜降临前,8.8,348938人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://movie.douban.com/subject/10808442/,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
2013 / 美国 希腊 / 剧情 爱情"
179,绿里奇迹,8.9,290420人评价,天使暂时离开。,https://movie.douban.com/subject/1300374/,"导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
1999 / 美国 / 犯罪 剧情 奇幻 悬疑"
180,爆裂鼓手,8.7,525721人评价,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://movie.douban.com/subject/25773932/,"导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
2014 / 美国 / 剧情 音乐"
181,小偷家族,8.7,754155人评价,我们组成了家。,https://movie.douban.com/subject/27622447/,"导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...
2018 / 日本 / 剧情 犯罪 家庭"
182,贫民窟的百万富翁,8.6,691505人评价,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://movie.douban.com/subject/2209573/,"导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
2008 / 英国 / 剧情 爱情"
183,色，戒,8.6,678603人评价,假戏真情，爱欲深海,https://movie.douban.com/subject/1828115/,"导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...
2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色"
184,真爱至上,8.6,671726人评价,爱，是个动词。,https://movie.douban.com/subject/1292401/,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
2003 / 英国 美国 法国 / 喜剧 剧情 爱情"
185,东邪西毒,8.6,532143人评价,电影诗。,https://movie.douban.com/subject/1292328/,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装"
186,无敌破坏王,8.7,487420人评价,迪士尼和皮克斯拿错剧本的产物。,https://movie.douban.com/subject/6534248/,"导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
2012 / 美国 / 喜剧 动画 奇幻 冒险"
187,疯狂的石头,8.5,741960人评价,中国版《两杆大烟枪》。,https://movie.douban.com/subject/1862151/,"导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
2006 / 中国大陆 中国香港 / 喜剧 犯罪"
188,冰川时代,8.6,563108人评价,松鼠才是角儿。,https://movie.douban.com/subject/1291578/,"导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
2002 / 美国 / 喜剧 动画 冒险"
189,雨中曲,9.1,196521人评价,骨灰级歌舞片。,https://movie.douban.com/subject/1293460/,"导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...
1952 / 美国 / 喜剧 歌舞 爱情"
190,黑天鹅,8.6,734632人评价,黑暗之美。,https://movie.douban.com/subject/1978709/,"导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
2010 / 美国 / 剧情 惊悚"
191,你看起来好像很好吃,8.9,305593人评价,感情不分食草或者食肉。,https://movie.douban.com/subject/4848115/,"导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...
2010 / 日本 / 剧情 动画 儿童"
192,恐怖游轮,8.5,762586人评价,不要企图在重复中寻找已经失去的爱。,https://movie.douban.com/subject/3011051/,"导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚"
193,2001太空漫游,8.9,282112人评价,现代科幻电影的开山之作，最伟大导演的最伟大影片。,https://movie.douban.com/subject/1292226/,"导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...
1968 / 英国 美国 / 科幻 惊悚 冒险"
194,雨人,8.7,373014人评价,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://movie.douban.com/subject/1291870/,"导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
1988 / 美国 / 剧情"
195,茶馆,9.5,102228人评价,,https://movie.douban.com/subject/1461403/,"导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...
1982(中国大陆) / 中国大陆 / 剧情 历史"
196,恋恋笔记本,8.6,610144人评价,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://movie.douban.com/subject/1309163/,"导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
2004 / 美国 / 剧情 爱情"
197,魔女宅急便,8.7,416685人评价,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://movie.douban.com/subject/1307811/,"导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...
1989 / 日本 / 动画 奇幻 冒险"
198,遗愿清单,8.7,397273人评价,用剩余不多的时间，去燃烧整个生命。,https://movie.douban.com/subject/1867345/,"导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...
2007 / 美国 / 冒险 喜剧 剧情"
199,城市之光,9.3,129033人评价,永远的小人物，伟大的卓别林。,https://movie.douban.com/subject/1293908/,"导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
1931 / 美国 / 喜剧 剧情 爱情"
200,萤火虫之墓,8.7,379935人评价,幸福是生生不息，却难以触及的远。 ,https://movie.douban.com/subject/1293318/,"导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
1988 / 日本 / 动画 剧情 战争"
201,可可西里,8.9,273447人评价,坚硬的信仰。,https://movie.douban.com/subject/1308857/,"导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
2004 / 中国大陆 中国香港 / 剧情 犯罪"
202,大佛普拉斯,8.7,398799人评价,人们可以登上月球，却永远无法探索人们内心的宇宙。,https://movie.douban.com/subject/27059130/,"导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...
2017 / 中国台湾 / 剧情 喜剧"
203,无间道2,8.7,413717人评价,,https://movie.douban.com/subject/1307106/,"导演: 刘伟强 / 麦兆辉   主演: 陈冠希 / 余文乐 / 曾志伟
2003 / 中国香港 / 剧情 犯罪 惊悚"
204,牯岭街少年杀人事件,8.9,254468人评价,弱者送给弱者的一刀。,https://movie.douban.com/subject/1292329/,"导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
1991 / 中国台湾 / 剧情 犯罪"
205,虎口脱险,8.9,229042人评价,永远看不腻的喜剧。,https://movie.douban.com/subject/1296909/,"导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
1966 / 法国 英国 / 喜剧 战争"
206,源代码,8.5,769014人评价,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://movie.douban.com/subject/3075287/,"导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
2011 / 美国 加拿大 / 科幻 悬疑 惊悚"
207,人工智能,8.7,404470人评价,对爱的执着，可以超越一切。,https://movie.douban.com/subject/1302827/,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
2001 / 美国 英国 / 剧情 科幻"
